Geography,Label,Measure Names,Subpop,SubPop Group,Years,Max. Lower CL,Max. Percent,Max. Upper CL,Measure Values
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 25 to 34,2014,3.6,5.8,7.9,18.9
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 25 to 34,2014,2.5,4.7,6.9,6.9
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 25 to 34,2014,1.3,2.8,4.3,4.3
State,Tried to quit smoking in the past year,Upper CL,Age,Age 25 to 34,2014,52.4,61.9,71.4,71.4
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 25 to 34,2014,2.2,4,5.8,5.8
State,Marijuana use in the past 30 days,Upper CL,Age,Age 25 to 34,2014,11.2,14.5,17.8,17.8
State,Hookah use in the past 30 days,Upper CL,Age,Age 25 to 34,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 25 to 34,2014,5.4,10,14.6,14.6
State,Ever used marijuana,Upper CL,Age,Age 25 to 34,2014,51.9,56.5,61.1,61.1
State,E-cigarette use in the past 30 days,Upper CL,Age,Age 25 to 34,2014,5.8,8.5,11.2,11.2
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Upper CL,Age,Age 25 to 34,2014,29.1,42.4,55.7,55.7
State,Current smokeless tobacco use,Upper CL,Age,Age 25 to 34,2014,2.6,4.4,6.3,6.3
State,Current cigarette smoking,Upper CL,Age,Age 25 to 34,2014,15.6,18.9,22.1,22.1
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 25 to 34,2014,47.7,57.5,67.3,67.3
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 25 to 34,2014,3.6,5.8,7.9,7.9
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 25 to 34,2014,2.5,4.7,6.9,2.5
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 25 to 34,2014,1.3,2.8,4.3,1.3
State,Tried to quit smoking in the past year,Lower CL,Age,Age 25 to 34,2014,52.4,61.9,71.4,52.4
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 25 to 34,2014,2.2,4,5.8,2.2
State,Marijuana use in the past 30 days,Lower CL,Age,Age 25 to 34,2014,11.2,14.5,17.8,11.2
State,Hookah use in the past 30 days,Lower CL,Age,Age 25 to 34,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 25 to 34,2014,5.4,10,14.6,5.4
State,Ever used marijuana,Lower CL,Age,Age 25 to 34,2014,51.9,56.5,61.1,51.9
State,E-cigarette use in the past 30 days,Lower CL,Age,Age 25 to 34,2014,5.8,8.5,11.2,5.8
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Lower CL,Age,Age 25 to 34,2014,29.1,42.4,55.7,29.1
State,Current smokeless tobacco use,Lower CL,Age,Age 25 to 34,2014,2.6,4.4,6.3,2.6
State,Current cigarette smoking,Lower CL,Age,Age 25 to 34,2014,15.6,18.9,22.1,15.6
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 25 to 34,2014,47.7,57.5,67.3,47.7
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 25 to 34,2014,3.6,5.8,7.9,3.6
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 25 to 34,2014,2.5,4.7,6.9,4.7
State,Used marijuana every day in the past 30 days,Percent,Age,Age 25 to 34,2014,1.3,2.8,4.3,2.8
State,Tried to quit smoking in the past year,Percent,Age,Age 25 to 34,2014,52.4,61.9,71.4,61.9
State,Medical marijuana use in the past 30 days,Percent,Age,Age 25 to 34,2014,2.2,4,5.8,4
State,Marijuana use in the past 30 days,Percent,Age,Age 25 to 34,2014,11.2,14.5,17.8,14.5
State,Hookah use in the past 30 days,Percent,Age,Age 25 to 34,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 25 to 34,2014,5.4,10,14.6,10
State,Ever used marijuana,Percent,Age,Age 25 to 34,2014,51.9,56.5,61.1,56.5
State,E-cigarette use in the past 30 days,Percent,Age,Age 25 to 34,2014,5.8,8.5,11.2,8.5
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Percent,Age,Age 25 to 34,2014,29.1,42.4,55.7,42.4
State,Current smokeless tobacco use,Percent,Age,Age 25 to 34,2014,2.6,4.4,6.3,4.4
State,Current cigarette smoking,Percent,Age,Age 25 to 34,2014,15.6,18.9,22.1,18.9
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 25 to 34,2014,47.7,57.5,67.3,57.5
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 25 to 34,2014,3.6,5.8,7.9,5.8
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 35 to 44,2014,4.2,6.3,8.4,17.1
State,Used marijuana every day in the past 30 days,RSE,Age,Age 35 to 44,2014,2.2,3.8,5.4,21.9
State,Tried to quit smoking in the past year,RSE,Age,Age 35 to 44,2014,60.1,68.5,76.8,6.2
State,Medical marijuana use in the past 30 days,RSE,Age,Age 35 to 44,2014,2.9,4.8,6.7,20.2
State,Marijuana use in the past 30 days,RSE,Age,Age 35 to 44,2014,7.9,10.4,12.9,12.3
State,Hookah use in the past 30 days,RSE,Age,Age 35 to 44,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 35 to 44,2014,,,,40.5
State,Ever used marijuana,RSE,Age,Age 35 to 44,2014,42.8,46.7,50.7,4.3
State,E-cigarette use in the past 30 days,RSE,Age,Age 35 to 44,2014,3.4,5.2,7.1,18
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),RSE,Age,Age 35 to 44,2014,25.7,39.6,53.5,17.9
State,Current smokeless tobacco use,RSE,Age,Age 35 to 44,2014,2.8,4.7,6.5,20.3
State,Current cigarette smoking,RSE,Age,Age 35 to 44,2014,15.5,18.6,21.7,8.5
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 35 to 44,2014,53,62.4,71.7,7.6
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 35 to 44,2014,4.4,6.5,8.7,17
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 35 to 44,2014,4.2,6.3,8.4,8.4
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 35 to 44,2014,2.2,3.8,5.4,5.4
State,Tried to quit smoking in the past year,Upper CL,Age,Age 35 to 44,2014,60.1,68.5,76.8,76.8
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 35 to 44,2014,2.9,4.8,6.7,6.7
State,Marijuana use in the past 30 days,Upper CL,Age,Age 35 to 44,2014,7.9,10.4,12.9,12.9
State,Hookah use in the past 30 days,Upper CL,Age,Age 35 to 44,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 35 to 44,2014,,,,
State,Ever used marijuana,Upper CL,Age,Age 35 to 44,2014,42.8,46.7,50.7,50.7
State,E-cigarette use in the past 30 days,Upper CL,Age,Age 35 to 44,2014,3.4,5.2,7.1,7.1
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Upper CL,Age,Age 35 to 44,2014,25.7,39.6,53.5,53.5
State,Current smokeless tobacco use,Upper CL,Age,Age 35 to 44,2014,2.8,4.7,6.5,6.5
State,Current cigarette smoking,Upper CL,Age,Age 35 to 44,2014,15.5,18.6,21.7,21.7
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 35 to 44,2014,53,62.4,71.7,71.7
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 35 to 44,2014,4.4,6.5,8.7,8.7
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 35 to 44,2014,4.2,6.3,8.4,4.2
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 35 to 44,2014,2.2,3.8,5.4,2.2
State,Tried to quit smoking in the past year,Lower CL,Age,Age 35 to 44,2014,60.1,68.5,76.8,60.1
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 35 to 44,2014,2.9,4.8,6.7,2.9
State,Marijuana use in the past 30 days,Lower CL,Age,Age 35 to 44,2014,7.9,10.4,12.9,7.9
State,Hookah use in the past 30 days,Lower CL,Age,Age 35 to 44,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 35 to 44,2014,,,,
State,Ever used marijuana,Lower CL,Age,Age 35 to 44,2014,42.8,46.7,50.7,42.8
State,E-cigarette use in the past 30 days,Lower CL,Age,Age 35 to 44,2014,3.4,5.2,7.1,3.4
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Lower CL,Age,Age 35 to 44,2014,25.7,39.6,53.5,25.7
State,Current smokeless tobacco use,Lower CL,Age,Age 35 to 44,2014,2.8,4.7,6.5,2.8
State,Current cigarette smoking,Lower CL,Age,Age 35 to 44,2014,15.5,18.6,21.7,15.5
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 35 to 44,2014,53,62.4,71.7,53
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 35 to 44,2014,4.4,6.5,8.7,4.4
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 35 to 44,2014,4.2,6.3,8.4,6.3
State,Used marijuana every day in the past 30 days,Percent,Age,Age 35 to 44,2014,2.2,3.8,5.4,3.8
State,Tried to quit smoking in the past year,Percent,Age,Age 35 to 44,2014,60.1,68.5,76.8,68.5
State,Medical marijuana use in the past 30 days,Percent,Age,Age 35 to 44,2014,2.9,4.8,6.7,4.8
State,Marijuana use in the past 30 days,Percent,Age,Age 35 to 44,2014,7.9,10.4,12.9,10.4
State,Hookah use in the past 30 days,Percent,Age,Age 35 to 44,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 35 to 44,2014,,,,
State,Ever used marijuana,Percent,Age,Age 35 to 44,2014,42.8,46.7,50.7,46.7
State,E-cigarette use in the past 30 days,Percent,Age,Age 35 to 44,2014,3.4,5.2,7.1,5.2
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Percent,Age,Age 35 to 44,2014,25.7,39.6,53.5,39.6
State,Current smokeless tobacco use,Percent,Age,Age 35 to 44,2014,2.8,4.7,6.5,4.7
State,Current cigarette smoking,Percent,Age,Age 35 to 44,2014,15.5,18.6,21.7,18.6
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 35 to 44,2014,53,62.4,71.7,62.4
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 35 to 44,2014,4.4,6.5,8.7,6.5
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 45 to 54,2014,1.7,2.8,3.9,20.2
State,Used marijuana every day in the past 30 days,RSE,Age,Age 45 to 54,2014,1.4,2.4,3.5,21.5
State,Tried to quit smoking in the past year,RSE,Age,Age 45 to 54,2014,44.4,52.6,60.7,7.9
State,Medical marijuana use in the past 30 days,RSE,Age,Age 45 to 54,2014,1.8,2.9,3.9,19.1
State,Marijuana use in the past 30 days,RSE,Age,Age 45 to 54,2014,6.9,8.8,10.7,11
State,Hookah use in the past 30 days,RSE,Age,Age 45 to 54,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 45 to 54,2014,,,,33
State,Ever used marijuana,RSE,Age,Age 45 to 54,2014,54.6,57.8,61.1,2.9
State,E-cigarette use in the past 30 days,RSE,Age,Age 45 to 54,2014,5,6.7,8.4,13.1
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),RSE,Age,Age 45 to 54,2014,23.8,34.4,45,15.7
State,Current smokeless tobacco use,RSE,Age,Age 45 to 54,2014,2.8,4.1,5.4,16.4
State,Current cigarette smoking,RSE,Age,Age 45 to 54,2014,16,18.6,21.3,7.3
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 45 to 54,2014,63.5,71.3,79.1,5.6
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 45 to 54,2014,5.9,7.8,9.7,12.7
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 45 to 54,2014,1.7,2.8,3.9,3.9
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 45 to 54,2014,1.4,2.4,3.5,3.5
State,Tried to quit smoking in the past year,Upper CL,Age,Age 45 to 54,2014,44.4,52.6,60.7,60.7
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 45 to 54,2014,1.8,2.9,3.9,3.9
State,Marijuana use in the past 30 days,Upper CL,Age,Age 45 to 54,2014,6.9,8.8,10.7,10.7
State,Hookah use in the past 30 days,Upper CL,Age,Age 45 to 54,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 45 to 54,2014,,,,
State,Ever used marijuana,Upper CL,Age,Age 45 to 54,2014,54.6,57.8,61.1,61.1
State,E-cigarette use in the past 30 days,Upper CL,Age,Age 45 to 54,2014,5,6.7,8.4,8.4
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Upper CL,Age,Age 45 to 54,2014,23.8,34.4,45,45
State,Current smokeless tobacco use,Upper CL,Age,Age 45 to 54,2014,2.8,4.1,5.4,5.4
State,Current cigarette smoking,Upper CL,Age,Age 45 to 54,2014,16,18.6,21.3,21.3
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 45 to 54,2014,63.5,71.3,79.1,79.1
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 45 to 54,2014,5.9,7.8,9.7,9.7
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 45 to 54,2014,1.7,2.8,3.9,1.7
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 45 to 54,2014,1.4,2.4,3.5,1.4
State,Tried to quit smoking in the past year,Lower CL,Age,Age 45 to 54,2014,44.4,52.6,60.7,44.4
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 45 to 54,2014,1.8,2.9,3.9,1.8
State,Marijuana use in the past 30 days,Lower CL,Age,Age 45 to 54,2014,6.9,8.8,10.7,6.9
State,Hookah use in the past 30 days,Lower CL,Age,Age 45 to 54,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 45 to 54,2014,,,,
State,Ever used marijuana,Lower CL,Age,Age 45 to 54,2014,54.6,57.8,61.1,54.6
State,E-cigarette use in the past 30 days,Lower CL,Age,Age 45 to 54,2014,5,6.7,8.4,5
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Lower CL,Age,Age 45 to 54,2014,23.8,34.4,45,23.8
State,Current smokeless tobacco use,Lower CL,Age,Age 45 to 54,2014,2.8,4.1,5.4,2.8
State,Current cigarette smoking,Lower CL,Age,Age 45 to 54,2014,16,18.6,21.3,16
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 45 to 54,2014,63.5,71.3,79.1,63.5
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 45 to 54,2014,5.9,7.8,9.7,5.9
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 45 to 54,2014,1.7,2.8,3.9,2.8
State,Used marijuana every day in the past 30 days,Percent,Age,Age 45 to 54,2014,1.4,2.4,3.5,2.4
State,Tried to quit smoking in the past year,Percent,Age,Age 45 to 54,2014,44.4,52.6,60.7,52.6
State,Medical marijuana use in the past 30 days,Percent,Age,Age 45 to 54,2014,1.8,2.9,3.9,2.9
State,Marijuana use in the past 30 days,Percent,Age,Age 45 to 54,2014,6.9,8.8,10.7,8.8
State,Hookah use in the past 30 days,Percent,Age,Age 45 to 54,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 45 to 54,2014,,,,
State,Ever used marijuana,Percent,Age,Age 45 to 54,2014,54.6,57.8,61.1,57.8
State,E-cigarette use in the past 30 days,Percent,Age,Age 45 to 54,2014,5,6.7,8.4,6.7
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Percent,Age,Age 45 to 54,2014,23.8,34.4,45,34.4
State,Current smokeless tobacco use,Percent,Age,Age 45 to 54,2014,2.8,4.1,5.4,4.1
State,Current cigarette smoking,Percent,Age,Age 45 to 54,2014,16,18.6,21.3,18.6
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 45 to 54,2014,63.5,71.3,79.1,71.3
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 45 to 54,2014,5.9,7.8,9.7,7.8
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 55 to 64,2014,2.4,3.5,4.5,15.3
State,Used marijuana every day in the past 30 days,RSE,Age,Age 55 to 64,2014,1.7,2.7,3.6,18.1
State,Tried to quit smoking in the past year,RSE,Age,Age 55 to 64,2014,46.2,53.5,60.8,7
State,Medical marijuana use in the past 30 days,RSE,Age,Age 55 to 64,2014,2.3,3.3,4.2,15.3
State,Marijuana use in the past 30 days,RSE,Age,Age 55 to 64,2014,7.4,8.9,10.5,8.8
State,Hookah use in the past 30 days,RSE,Age,Age 55 to 64,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 55 to 64,2014,1,2.2,3.4,27.9
State,Ever used marijuana,RSE,Age,Age 55 to 64,2014,59.3,62,64.7,2.2
State,E-cigarette use in the past 30 days,RSE,Age,Age 55 to 64,2014,2.9,4,5.1,14
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),RSE,Age,Age 55 to 64,2014,20.9,29.5,38,14.8
State,Current smokeless tobacco use,RSE,Age,Age 55 to 64,2014,1.8,2.7,3.6,17.6
State,Current cigarette smoking,RSE,Age,Age 55 to 64,2014,12.8,14.8,16.8,6.9
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 55 to 64,2014,68.6,75.3,82,4.5
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 55 to 64,2014,6.5,8,9.6,9.9
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 55 to 64,2014,2.4,3.5,4.5,4.5
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 55 to 64,2014,1.7,2.7,3.6,3.6
State,Tried to quit smoking in the past year,Upper CL,Age,Age 55 to 64,2014,46.2,53.5,60.8,60.8
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 55 to 64,2014,2.3,3.3,4.2,4.2
State,Marijuana use in the past 30 days,Upper CL,Age,Age 55 to 64,2014,7.4,8.9,10.5,10.5
State,Hookah use in the past 30 days,Upper CL,Age,Age 55 to 64,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 55 to 64,2014,1,2.2,3.4,3.4
State,Ever used marijuana,Upper CL,Age,Age 55 to 64,2014,59.3,62,64.7,64.7
State,E-cigarette use in the past 30 days,Upper CL,Age,Age 55 to 64,2014,2.9,4,5.1,5.1
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Upper CL,Age,Age 55 to 64,2014,20.9,29.5,38,38
State,Current smokeless tobacco use,Upper CL,Age,Age 55 to 64,2014,1.8,2.7,3.6,3.6
State,Current cigarette smoking,Upper CL,Age,Age 55 to 64,2014,12.8,14.8,16.8,16.8
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 55 to 64,2014,68.6,75.3,82,82
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 55 to 64,2014,6.5,8,9.6,9.6
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 55 to 64,2014,2.4,3.5,4.5,2.4
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 55 to 64,2014,1.7,2.7,3.6,1.7
State,Tried to quit smoking in the past year,Lower CL,Age,Age 55 to 64,2014,46.2,53.5,60.8,46.2
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 55 to 64,2014,2.3,3.3,4.2,2.3
State,Marijuana use in the past 30 days,Lower CL,Age,Age 55 to 64,2014,7.4,8.9,10.5,7.4
State,Hookah use in the past 30 days,Lower CL,Age,Age 55 to 64,2014,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 55 to 64,2014,1,2.2,3.4,1
State,Ever used marijuana,Lower CL,Age,Age 55 to 64,2014,59.3,62,64.7,59.3
State,E-cigarette use in the past 30 days,Lower CL,Age,Age 55 to 64,2014,2.9,4,5.1,2.9
State,Drove within 3 hours of using marijuana within the past 12 months (includes medical users),Lower CL,Age,Age 55 to 64,2014,20.9,29.5,38,20.9
State,Current smokeless tobacco use,Lower CL,Age,Age 55 to 64,2014,1.8,2.7,3.6,1.8
