Geography,Label,Measure Names,Subpop,SubPop Group,Years,Max. Lower CL,Max. Percent,Max. Upper CL,Measure Values
State,Tried to quit smoking in the past year,RSE,Age,Age 25 to 34,2012,56.9,63.3,69.8,5.2
State,Marijuana use in the past 30 days,RSE,Age,Age 25 to 34,2012,10.1,12.4,14.6,9.3
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 25 to 34,2012,5.7,10.5,15.4,23.4
State,Ever used marijuana,RSE,Age,Age 25 to 34,2012,50,53.5,56.9,3.3
State,Current smokeless tobacco use,RSE,Age,Age 25 to 34,2012,4.5,6,7.5,12.7
State,Current cigarette smoking,RSE,Age,Age 25 to 34,2012,21.9,24.8,27.6,5.8
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 25 to 34,2012,4.2,5.8,7.4,7.4
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 25 to 34,2012,2.8,4.1,5.5,5.5
State,Tried to quit smoking in the past year,Upper CL,Age,Age 25 to 34,2012,56.9,63.3,69.8,69.8
State,Marijuana use in the past 30 days,Upper CL,Age,Age 25 to 34,2012,10.1,12.4,14.6,14.6
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 25 to 34,2012,5.7,10.5,15.4,15.4
State,Ever used marijuana,Upper CL,Age,Age 25 to 34,2012,50,53.5,56.9,56.9
State,Current smokeless tobacco use,Upper CL,Age,Age 25 to 34,2012,4.5,6,7.5,7.5
State,Current cigarette smoking,Upper CL,Age,Age 25 to 34,2012,21.9,24.8,27.6,27.6
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 25 to 34,2012,4.2,5.8,7.4,4.2
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 25 to 34,2012,2.8,4.1,5.5,2.8
State,Tried to quit smoking in the past year,Lower CL,Age,Age 25 to 34,2012,56.9,63.3,69.8,56.9
State,Marijuana use in the past 30 days,Lower CL,Age,Age 25 to 34,2012,10.1,12.4,14.6,10.1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 25 to 34,2012,5.7,10.5,15.4,5.7
State,Ever used marijuana,Lower CL,Age,Age 25 to 34,2012,50,53.5,56.9,50
State,Current smokeless tobacco use,Lower CL,Age,Age 25 to 34,2012,4.5,6,7.5,4.5
State,Current cigarette smoking,Lower CL,Age,Age 25 to 34,2012,21.9,24.8,27.6,21.9
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 25 to 34,2012,4.2,5.8,7.4,5.8
State,Used marijuana every day in the past 30 days,Percent,Age,Age 25 to 34,2012,2.8,4.1,5.5,4.1
State,Tried to quit smoking in the past year,Percent,Age,Age 25 to 34,2012,56.9,63.3,69.8,63.3
State,Marijuana use in the past 30 days,Percent,Age,Age 25 to 34,2012,10.1,12.4,14.6,12.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 25 to 34,2012,5.7,10.5,15.4,10.5
State,Ever used marijuana,Percent,Age,Age 25 to 34,2012,50,53.5,56.9,53.5
State,Current smokeless tobacco use,Percent,Age,Age 25 to 34,2012,4.5,6,7.5,6
State,Current cigarette smoking,Percent,Age,Age 25 to 34,2012,21.9,24.8,27.6,24.8
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 35 to 44,2012,2.4,3.7,5,17.6
State,Used marijuana every day in the past 30 days,RSE,Age,Age 35 to 44,2012,1.7,2.9,4.1,20.8
State,Tried to quit smoking in the past year,RSE,Age,Age 35 to 44,2012,51.6,59.2,66.8,6.5
State,Marijuana use in the past 30 days,RSE,Age,Age 35 to 44,2012,6.8,8.8,10.8,11.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 35 to 44,2012,5.3,8.5,11.6,18.9
State,Ever used marijuana,RSE,Age,Age 35 to 44,2012,43.5,46.5,49.4,3.2
State,Current smokeless tobacco use,RSE,Age,Age 35 to 44,2012,4,5.3,6.5,12
State,Current cigarette smoking,RSE,Age,Age 35 to 44,2012,15.8,18.2,20.6,6.8
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 35 to 44,2012,2.4,3.7,5,5
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 35 to 44,2012,1.7,2.9,4.1,4.1
State,Tried to quit smoking in the past year,Upper CL,Age,Age 35 to 44,2012,51.6,59.2,66.8,66.8
State,Marijuana use in the past 30 days,Upper CL,Age,Age 35 to 44,2012,6.8,8.8,10.8,10.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 35 to 44,2012,5.3,8.5,11.6,11.6
State,Ever used marijuana,Upper CL,Age,Age 35 to 44,2012,43.5,46.5,49.4,49.4
State,Current smokeless tobacco use,Upper CL,Age,Age 35 to 44,2012,4,5.3,6.5,6.5
State,Current cigarette smoking,Upper CL,Age,Age 35 to 44,2012,15.8,18.2,20.6,20.6
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 35 to 44,2012,2.4,3.7,5,2.4
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 35 to 44,2012,1.7,2.9,4.1,1.7
State,Tried to quit smoking in the past year,Lower CL,Age,Age 35 to 44,2012,51.6,59.2,66.8,51.6
State,Marijuana use in the past 30 days,Lower CL,Age,Age 35 to 44,2012,6.8,8.8,10.8,6.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 35 to 44,2012,5.3,8.5,11.6,5.3
State,Ever used marijuana,Lower CL,Age,Age 35 to 44,2012,43.5,46.5,49.4,43.5
State,Current smokeless tobacco use,Lower CL,Age,Age 35 to 44,2012,4,5.3,6.5,4
State,Current cigarette smoking,Lower CL,Age,Age 35 to 44,2012,15.8,18.2,20.6,15.8
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 35 to 44,2012,2.4,3.7,5,3.7
State,Used marijuana every day in the past 30 days,Percent,Age,Age 35 to 44,2012,1.7,2.9,4.1,2.9
State,Tried to quit smoking in the past year,Percent,Age,Age 35 to 44,2012,51.6,59.2,66.8,59.2
State,Marijuana use in the past 30 days,Percent,Age,Age 35 to 44,2012,6.8,8.8,10.8,8.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 35 to 44,2012,5.3,8.5,11.6,8.5
State,Ever used marijuana,Percent,Age,Age 35 to 44,2012,43.5,46.5,49.4,46.5
State,Current smokeless tobacco use,Percent,Age,Age 35 to 44,2012,4,5.3,6.5,5.3
State,Current cigarette smoking,Percent,Age,Age 35 to 44,2012,15.8,18.2,20.6,18.2
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 45 to 54,2012,1.9,2.7,3.5,14.9
State,Used marijuana every day in the past 30 days,RSE,Age,Age 45 to 54,2012,1.3,2,2.6,17.7
State,Tried to quit smoking in the past year,RSE,Age,Age 45 to 54,2012,50.6,56.6,62.6,5.4
State,Marijuana use in the past 30 days,RSE,Age,Age 45 to 54,2012,4.7,5.8,6.9,9.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 45 to 54,2012,1.5,3.2,5,27.2
State,Ever used marijuana,RSE,Age,Age 45 to 54,2012,58.2,60.7,63.2,2.1
State,Current smokeless tobacco use,RSE,Age,Age 45 to 54,2012,2.4,3.4,4.3,14.1
State,Current cigarette smoking,RSE,Age,Age 45 to 54,2012,18,20.1,22.2,5.4
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 45 to 54,2012,1.9,2.7,3.5,3.5
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 45 to 54,2012,1.3,2,2.6,2.6
State,Tried to quit smoking in the past year,Upper CL,Age,Age 45 to 54,2012,50.6,56.6,62.6,62.6
State,Marijuana use in the past 30 days,Upper CL,Age,Age 45 to 54,2012,4.7,5.8,6.9,6.9
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 45 to 54,2012,1.5,3.2,5,5
State,Ever used marijuana,Upper CL,Age,Age 45 to 54,2012,58.2,60.7,63.2,63.2
State,Current smokeless tobacco use,Upper CL,Age,Age 45 to 54,2012,2.4,3.4,4.3,4.3
State,Current cigarette smoking,Upper CL,Age,Age 45 to 54,2012,18,20.1,22.2,22.2
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 45 to 54,2012,1.9,2.7,3.5,1.9
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 45 to 54,2012,1.3,2,2.6,1.3
State,Tried to quit smoking in the past year,Lower CL,Age,Age 45 to 54,2012,50.6,56.6,62.6,50.6
State,Marijuana use in the past 30 days,Lower CL,Age,Age 45 to 54,2012,4.7,5.8,6.9,4.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 45 to 54,2012,1.5,3.2,5,1.5
State,Ever used marijuana,Lower CL,Age,Age 45 to 54,2012,58.2,60.7,63.2,58.2
State,Current smokeless tobacco use,Lower CL,Age,Age 45 to 54,2012,2.4,3.4,4.3,2.4
State,Current cigarette smoking,Lower CL,Age,Age 45 to 54,2012,18,20.1,22.2,18
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 45 to 54,2012,1.9,2.7,3.5,2.7
State,Used marijuana every day in the past 30 days,Percent,Age,Age 45 to 54,2012,1.3,2,2.6,2
State,Tried to quit smoking in the past year,Percent,Age,Age 45 to 54,2012,50.6,56.6,62.6,56.6
State,Marijuana use in the past 30 days,Percent,Age,Age 45 to 54,2012,4.7,5.8,6.9,5.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 45 to 54,2012,1.5,3.2,5,3.2
State,Ever used marijuana,Percent,Age,Age 45 to 54,2012,58.2,60.7,63.2,60.7
State,Current smokeless tobacco use,Percent,Age,Age 45 to 54,2012,2.4,3.4,4.3,3.4
State,Current cigarette smoking,Percent,Age,Age 45 to 54,2012,18,20.1,22.2,20.1
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 55 to 64,2012,1.4,2,2.6,14.9
State,Used marijuana every day in the past 30 days,RSE,Age,Age 55 to 64,2012,0.9,1.4,1.9,18
State,Tried to quit smoking in the past year,RSE,Age,Age 55 to 64,2012,46.1,51.9,57.6,5.7
State,Marijuana use in the past 30 days,RSE,Age,Age 55 to 64,2012,5.1,6.2,7.3,8.9
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 55 to 64,2012,1.2,2.4,3.5,24
State,Ever used marijuana,RSE,Age,Age 55 to 64,2012,55.6,57.8,60,1.9
State,Current smokeless tobacco use,RSE,Age,Age 55 to 64,2012,0.9,1.4,1.9,18.3
State,Current cigarette smoking,RSE,Age,Age 55 to 64,2012,14.2,15.9,17.5,5.3
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 55 to 64,2012,1.4,2,2.6,2.6
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 55 to 64,2012,0.9,1.4,1.9,1.9
State,Tried to quit smoking in the past year,Upper CL,Age,Age 55 to 64,2012,46.1,51.9,57.6,57.6
State,Marijuana use in the past 30 days,Upper CL,Age,Age 55 to 64,2012,5.1,6.2,7.3,7.3
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 55 to 64,2012,1.2,2.4,3.5,3.5
State,Ever used marijuana,Upper CL,Age,Age 55 to 64,2012,55.6,57.8,60,60
State,Current smokeless tobacco use,Upper CL,Age,Age 55 to 64,2012,0.9,1.4,1.9,1.9
State,Current cigarette smoking,Upper CL,Age,Age 55 to 64,2012,14.2,15.9,17.5,17.5
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 55 to 64,2012,1.4,2,2.6,1.4
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 55 to 64,2012,0.9,1.4,1.9,0.9
State,Tried to quit smoking in the past year,Lower CL,Age,Age 55 to 64,2012,46.1,51.9,57.6,46.1
State,Marijuana use in the past 30 days,Lower CL,Age,Age 55 to 64,2012,5.1,6.2,7.3,5.1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 55 to 64,2012,1.2,2.4,3.5,1.2
State,Ever used marijuana,Lower CL,Age,Age 55 to 64,2012,55.6,57.8,60,55.6
State,Current smokeless tobacco use,Lower CL,Age,Age 55 to 64,2012,0.9,1.4,1.9,0.9
State,Current cigarette smoking,Lower CL,Age,Age 55 to 64,2012,14.2,15.9,17.5,14.2
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 55 to 64,2012,1.4,2,2.6,2
State,Used marijuana every day in the past 30 days,Percent,Age,Age 55 to 64,2012,0.9,1.4,1.9,1.4
State,Tried to quit smoking in the past year,Percent,Age,Age 55 to 64,2012,46.1,51.9,57.6,51.9
State,Marijuana use in the past 30 days,Percent,Age,Age 55 to 64,2012,5.1,6.2,7.3,6.2
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 55 to 64,2012,1.2,2.4,3.5,2.4
State,Ever used marijuana,Percent,Age,Age 55 to 64,2012,55.6,57.8,60,57.8
State,Current smokeless tobacco use,Percent,Age,Age 55 to 64,2012,0.9,1.4,1.9,1.4
State,Current cigarette smoking,Percent,Age,Age 55 to 64,2012,14.2,15.9,17.5,15.9
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 65 or older,2012,0.1,0.3,0.5,29
State,Used marijuana every day in the past 30 days,RSE,Age,Age 65 or older,2012,,,,32.5
State,Tried to quit smoking in the past year,RSE,Age,Age 65 or older,2012,40.5,47,53.6,7.1
State,Marijuana use in the past 30 days,RSE,Age,Age 65 or older,2012,1,1.4,1.8,13.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 65 or older,2012,0.4,0.9,1.4,28.1
State,Ever used marijuana,RSE,Age,Age 65 or older,2012,18.9,20.3,21.7,3.5
State,Current smokeless tobacco use,RSE,Age,Age 65 or older,2012,0.7,1.1,1.4,16.3
State,Current cigarette smoking,RSE,Age,Age 65 or older,2012,6.5,7.4,8.4,6.5
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 65 or older,2012,0.1,0.3,0.5,0.5
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 65 or older,2012,,,,
State,Tried to quit smoking in the past year,Upper CL,Age,Age 65 or older,2012,40.5,47,53.6,53.6
State,Marijuana use in the past 30 days,Upper CL,Age,Age 65 or older,2012,1,1.4,1.8,1.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 65 or older,2012,0.4,0.9,1.4,1.4
State,Ever used marijuana,Upper CL,Age,Age 65 or older,2012,18.9,20.3,21.7,21.7
State,Current smokeless tobacco use,Upper CL,Age,Age 65 or older,2012,0.7,1.1,1.4,1.4
State,Current cigarette smoking,Upper CL,Age,Age 65 or older,2012,6.5,7.4,8.4,8.4
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 65 or older,2012,0.1,0.3,0.5,0.1
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 65 or older,2012,,,,
State,Tried to quit smoking in the past year,Lower CL,Age,Age 65 or older,2012,40.5,47,53.6,40.5
State,Marijuana use in the past 30 days,Lower CL,Age,Age 65 or older,2012,1,1.4,1.8,1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 65 or older,2012,0.4,0.9,1.4,0.4
State,Ever used marijuana,Lower CL,Age,Age 65 or older,2012,18.9,20.3,21.7,18.9
State,Current smokeless tobacco use,Lower CL,Age,Age 65 or older,2012,0.7,1.1,1.4,0.7
State,Current cigarette smoking,Lower CL,Age,Age 65 or older,2012,6.5,7.4,8.4,6.5
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 65 or older,2012,0.1,0.3,0.5,0.3
State,Used marijuana every day in the past 30 days,Percent,Age,Age 65 or older,2012,,,,
State,Tried to quit smoking in the past year,Percent,Age,Age 65 or older,2012,40.5,47,53.6,47
State,Marijuana use in the past 30 days,Percent,Age,Age 65 or older,2012,1,1.4,1.8,1.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 65 or older,2012,0.4,0.9,1.4,0.9
State,Ever used marijuana,Percent,Age,Age 65 or older,2012,18.9,20.3,21.7,20.3
State,Current smokeless tobacco use,Percent,Age,Age 65 or older,2012,0.7,1.1,1.4,1.1
State,Current cigarette smoking,Percent,Age,Age 65 or older,2012,6.5,7.4,8.4,7.4
State,Used marijuana on 20 or more days in the past 30 days,RSE,Annual Household Income (V1),"Less than $35,000",2012,3.8,4.9,5.9,10.8
State,Used marijuana every day in the past 30 days,RSE,Annual Household Income (V1),"Less than $35,000",2012,2.6,3.5,4.3,12.3
State,Tried to quit smoking in the past year,RSE,Annual Household Income (V1),"Less than $35,000",2012,54.5,58.9,63.2,3.8
State,Marijuana use in the past 30 days,RSE,Annual Household Income (V1),"Less than $35,000",2012,9.7,11.2,12.7,6.9
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Annual Household Income (V1),"Less than $35,000",2012,3.4,5.5,7.6,19.4
State,Ever used marijuana,RSE,Annual Household Income (V1),"Less than $35,000",2012,44,46.2,48.5,2.5
State,Current smokeless tobacco use,RSE,Annual Household Income (V1),"Less than $35,000",2012,3,3.9,4.8,12.2
State,Current cigarette smoking,RSE,Annual Household Income (V1),"Less than $35,000",2012,23.4,25.3,27.2,3.9
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,3.8,4.9,5.9,5.9
State,Used marijuana every day in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,2.6,3.5,4.3,4.3
State,Tried to quit smoking in the past year,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,54.5,58.9,63.2,63.2
State,Marijuana use in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,9.7,11.2,12.7,12.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Annual Household Income (V1),"Less than $35,000",2012,3.4,5.5,7.6,7.6
State,Ever used marijuana,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,44,46.2,48.5,48.5
State,Current smokeless tobacco use,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,3,3.9,4.8,4.8
State,Current cigarette smoking,Upper CL,Annual Household Income (V1),"Less than $35,000",2012,23.4,25.3,27.2,27.2
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,3.8,4.9,5.9,3.8
State,Used marijuana every day in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,2.6,3.5,4.3,2.6
State,Tried to quit smoking in the past year,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,54.5,58.9,63.2,54.5
State,Marijuana use in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,9.7,11.2,12.7,9.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Annual Household Income (V1),"Less than $35,000",2012,3.4,5.5,7.6,3.4
State,Ever used marijuana,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,44,46.2,48.5,44
State,Current smokeless tobacco use,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,3,3.9,4.8,3
State,Current cigarette smoking,Lower CL,Annual Household Income (V1),"Less than $35,000",2012,23.4,25.3,27.2,23.4
State,Used marijuana on 20 or more days in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2012,3.8,4.9,5.9,4.9
State,Used marijuana every day in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2012,2.6,3.5,4.3,3.5
State,Tried to quit smoking in the past year,Percent,Annual Household Income (V1),"Less than $35,000",2012,54.5,58.9,63.2,58.9
State,Marijuana use in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2012,9.7,11.2,12.7,11.2
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Annual Household Income (V1),"Less than $35,000",2012,3.4,5.5,7.6,5.5
State,Ever used marijuana,Percent,Annual Household Income (V1),"Less than $35,000",2012,44,46.2,48.5,46.2
State,Current smokeless tobacco use,Percent,Annual Household Income (V1),"Less than $35,000",2012,3,3.9,4.8,3.9
State,Current cigarette smoking,Percent,Annual Household Income (V1),"Less than $35,000",2012,23.4,25.3,27.2,25.3
State,Used marijuana on 20 or more days in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,2.5,3.3,4.1,12.8
State,Used marijuana every day in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,1.5,2.2,2.9,16.3
State,Tried to quit smoking in the past year,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,51.3,56.9,62.6,5.1
State,Marijuana use in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,5.9,7,8.2,8.5
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,2,3.3,4.6,20.5
State,Ever used marijuana,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,45.5,47.6,49.7,2.2
State,Current smokeless tobacco use,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,3.3,4.2,5,10.5
State,Current cigarette smoking,RSE,Annual Household Income (V1),"$35,000 to $74,999",2012,13.9,15.6,17.2,5.3
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,2.5,3.3,4.1,4.1
State,Used marijuana every day in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,1.5,2.2,2.9,2.9
State,Tried to quit smoking in the past year,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,51.3,56.9,62.6,62.6
State,Marijuana use in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,5.9,7,8.2,8.2
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,2,3.3,4.6,4.6
State,Ever used marijuana,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,45.5,47.6,49.7,49.7
State,Current smokeless tobacco use,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,3.3,4.2,5,5
State,Current cigarette smoking,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2012,13.9,15.6,17.2,17.2
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,2.5,3.3,4.1,2.5
State,Used marijuana every day in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,1.5,2.2,2.9,1.5
State,Tried to quit smoking in the past year,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,51.3,56.9,62.6,51.3
State,Marijuana use in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,5.9,7,8.2,5.9
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,2,3.3,4.6,2
State,Ever used marijuana,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,45.5,47.6,49.7,45.5
State,Current smokeless tobacco use,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,3.3,4.2,5,3.3
State,Current cigarette smoking,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2012,13.9,15.6,17.2,13.9
State,Used marijuana on 20 or more days in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,2.5,3.3,4.1,3.3
State,Used marijuana every day in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,1.5,2.2,2.9,2.2
State,Tried to quit smoking in the past year,Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,51.3,56.9,62.6,56.9
State,Marijuana use in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,5.9,7,8.2,7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,2,3.3,4.6,3.3
State,Ever used marijuana,Percent,Annual Household Income (V1),"$35,000 to $74,999",2012,45.5,47.6,49.7,47.6
