Geography,Label,Measure Names,Subpop,SubPop Group,Years,Max. Lower CL,Max. Percent,Max. Upper CL,Measure Values
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 18 to 24,2013,,,,
State,Ever used marijuana,Upper CL,Age,Age 18 to 24,2013,42.9,48.1,53.3,53.3
State,Current smokeless tobacco use,Upper CL,Age,Age 18 to 24,2013,5.1,7.4,9.6,9.6
State,Current cigarette smoking,Upper CL,Age,Age 18 to 24,2013,13.5,16.8,20.2,20.2
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 18 to 24,2013,38.4,49.9,61.5,61.5
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 18 to 24,2013,8,10.9,13.9,13.9
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 18 to 24,2013,5.3,7.9,10.5,5.3
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 18 to 24,2013,3,5.1,7.3,3
State,Tried to quit smoking in the past year,Lower CL,Age,Age 18 to 24,2013,57.7,67.5,77.3,57.7
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 18 to 24,2013,2.5,4.6,6.8,2.5
State,Marijuana use in the past 30 days,Lower CL,Age,Age 18 to 24,2013,15.4,19.5,23.5,15.4
State,Hookah use in the past 30 days,Lower CL,Age,Age 18 to 24,2013,7.7,10.4,13.1,7.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 18 to 24,2013,,,,
State,Ever used marijuana,Lower CL,Age,Age 18 to 24,2013,42.9,48.1,53.3,42.9
State,Current smokeless tobacco use,Lower CL,Age,Age 18 to 24,2013,5.1,7.4,9.6,5.1
State,Current cigarette smoking,Lower CL,Age,Age 18 to 24,2013,13.5,16.8,20.2,13.5
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 18 to 24,2013,38.4,49.9,61.5,38.4
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 18 to 24,2013,8,10.9,13.9,8
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 18 to 24,2013,5.3,7.9,10.5,7.9
State,Used marijuana every day in the past 30 days,Percent,Age,Age 18 to 24,2013,3,5.1,7.3,5.1
State,Tried to quit smoking in the past year,Percent,Age,Age 18 to 24,2013,57.7,67.5,77.3,67.5
State,Medical marijuana use in the past 30 days,Percent,Age,Age 18 to 24,2013,2.5,4.6,6.8,4.6
State,Marijuana use in the past 30 days,Percent,Age,Age 18 to 24,2013,15.4,19.5,23.5,19.5
State,Hookah use in the past 30 days,Percent,Age,Age 18 to 24,2013,7.7,10.4,13.1,10.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 18 to 24,2013,,,,
State,Ever used marijuana,Percent,Age,Age 18 to 24,2013,42.9,48.1,53.3,48.1
State,Current smokeless tobacco use,Percent,Age,Age 18 to 24,2013,5.1,7.4,9.6,7.4
State,Current cigarette smoking,Percent,Age,Age 18 to 24,2013,13.5,16.8,20.2,16.8
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 18 to 24,2013,38.4,49.9,61.5,49.9
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 18 to 24,2013,8,10.9,13.9,10.9
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 25 to 34,2013,4.5,6.4,8.3,15.3
State,Used marijuana every day in the past 30 days,RSE,Age,Age 25 to 34,2013,3,4.8,6.5,18.3
State,Tried to quit smoking in the past year,RSE,Age,Age 25 to 34,2013,55.5,63.1,70.7,6.1
State,Medical marijuana use in the past 30 days,RSE,Age,Age 25 to 34,2013,2.6,4.3,6,19.9
State,Marijuana use in the past 30 days,RSE,Age,Age 25 to 34,2013,11.8,14.6,17.4,9.7
State,Hookah use in the past 30 days,RSE,Age,Age 25 to 34,2013,,,,33.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 25 to 34,2013,8.7,13.7,18.6,18.5
State,Ever used marijuana,RSE,Age,Age 25 to 34,2013,53.1,57.1,61.1,3.5
State,Current smokeless tobacco use,RSE,Age,Age 25 to 34,2013,3.3,4.9,6.4,16
State,Current cigarette smoking,RSE,Age,Age 25 to 34,2013,18.4,21.3,24.3,7.1
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 25 to 34,2013,42.3,50.7,59.2,8.5
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 25 to 34,2013,5.5,7.7,9.9,14.5
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 25 to 34,2013,4.5,6.4,8.3,8.3
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 25 to 34,2013,3,4.8,6.5,6.5
State,Tried to quit smoking in the past year,Upper CL,Age,Age 25 to 34,2013,55.5,63.1,70.7,70.7
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 25 to 34,2013,2.6,4.3,6,6
State,Marijuana use in the past 30 days,Upper CL,Age,Age 25 to 34,2013,11.8,14.6,17.4,17.4
State,Hookah use in the past 30 days,Upper CL,Age,Age 25 to 34,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 25 to 34,2013,8.7,13.7,18.6,18.6
State,Ever used marijuana,Upper CL,Age,Age 25 to 34,2013,53.1,57.1,61.1,61.1
State,Current smokeless tobacco use,Upper CL,Age,Age 25 to 34,2013,3.3,4.9,6.4,6.4
State,Current cigarette smoking,Upper CL,Age,Age 25 to 34,2013,18.4,21.3,24.3,24.3
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 25 to 34,2013,42.3,50.7,59.2,59.2
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 25 to 34,2013,5.5,7.7,9.9,9.9
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 25 to 34,2013,4.5,6.4,8.3,4.5
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 25 to 34,2013,3,4.8,6.5,3
State,Tried to quit smoking in the past year,Lower CL,Age,Age 25 to 34,2013,55.5,63.1,70.7,55.5
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 25 to 34,2013,2.6,4.3,6,2.6
State,Marijuana use in the past 30 days,Lower CL,Age,Age 25 to 34,2013,11.8,14.6,17.4,11.8
State,Hookah use in the past 30 days,Lower CL,Age,Age 25 to 34,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 25 to 34,2013,8.7,13.7,18.6,8.7
State,Ever used marijuana,Lower CL,Age,Age 25 to 34,2013,53.1,57.1,61.1,53.1
State,Current smokeless tobacco use,Lower CL,Age,Age 25 to 34,2013,3.3,4.9,6.4,3.3
State,Current cigarette smoking,Lower CL,Age,Age 25 to 34,2013,18.4,21.3,24.3,18.4
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 25 to 34,2013,42.3,50.7,59.2,42.3
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 25 to 34,2013,5.5,7.7,9.9,5.5
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 25 to 34,2013,4.5,6.4,8.3,6.4
State,Used marijuana every day in the past 30 days,Percent,Age,Age 25 to 34,2013,3,4.8,6.5,4.8
State,Tried to quit smoking in the past year,Percent,Age,Age 25 to 34,2013,55.5,63.1,70.7,63.1
State,Medical marijuana use in the past 30 days,Percent,Age,Age 25 to 34,2013,2.6,4.3,6,4.3
State,Marijuana use in the past 30 days,Percent,Age,Age 25 to 34,2013,11.8,14.6,17.4,14.6
State,Hookah use in the past 30 days,Percent,Age,Age 25 to 34,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 25 to 34,2013,8.7,13.7,18.6,13.7
State,Ever used marijuana,Percent,Age,Age 25 to 34,2013,53.1,57.1,61.1,57.1
State,Current smokeless tobacco use,Percent,Age,Age 25 to 34,2013,3.3,4.9,6.4,4.9
State,Current cigarette smoking,Percent,Age,Age 25 to 34,2013,18.4,21.3,24.3,21.3
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 25 to 34,2013,42.3,50.7,59.2,50.7
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 25 to 34,2013,5.5,7.7,9.9,7.7
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 35 to 44,2013,1.4,2.6,3.8,23.8
State,Used marijuana every day in the past 30 days,RSE,Age,Age 35 to 44,2013,,,,30.3
State,Tried to quit smoking in the past year,RSE,Age,Age 35 to 44,2013,51.3,59.7,68,7.1
State,Medical marijuana use in the past 30 days,RSE,Age,Age 35 to 44,2013,1.9,3.2,4.6,20.7
State,Marijuana use in the past 30 days,RSE,Age,Age 35 to 44,2013,5.9,7.8,9.6,12.1
State,Hookah use in the past 30 days,RSE,Age,Age 35 to 44,2013,0.7,1.6,2.5,28.3
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 35 to 44,2013,3.8,7.2,10.7,24.4
State,Ever used marijuana,RSE,Age,Age 35 to 44,2013,44.1,47.6,51.2,3.8
State,Current smokeless tobacco use,RSE,Age,Age 35 to 44,2013,2,3.1,4.2,18.7
State,Current cigarette smoking,RSE,Age,Age 35 to 44,2013,14.5,17.1,19.7,7.7
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 35 to 44,2013,58,66.4,74.9,6.5
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 35 to 44,2013,3.4,4.9,6.4,16.1
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 35 to 44,2013,1.4,2.6,3.8,3.8
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 35 to 44,2013,,,,
State,Tried to quit smoking in the past year,Upper CL,Age,Age 35 to 44,2013,51.3,59.7,68,68
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 35 to 44,2013,1.9,3.2,4.6,4.6
State,Marijuana use in the past 30 days,Upper CL,Age,Age 35 to 44,2013,5.9,7.8,9.6,9.6
State,Hookah use in the past 30 days,Upper CL,Age,Age 35 to 44,2013,0.7,1.6,2.5,2.5
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 35 to 44,2013,3.8,7.2,10.7,10.7
State,Ever used marijuana,Upper CL,Age,Age 35 to 44,2013,44.1,47.6,51.2,51.2
State,Current smokeless tobacco use,Upper CL,Age,Age 35 to 44,2013,2,3.1,4.2,4.2
State,Current cigarette smoking,Upper CL,Age,Age 35 to 44,2013,14.5,17.1,19.7,19.7
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 35 to 44,2013,58,66.4,74.9,74.9
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 35 to 44,2013,3.4,4.9,6.4,6.4
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 35 to 44,2013,1.4,2.6,3.8,1.4
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 35 to 44,2013,,,,
State,Tried to quit smoking in the past year,Lower CL,Age,Age 35 to 44,2013,51.3,59.7,68,51.3
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 35 to 44,2013,1.9,3.2,4.6,1.9
State,Marijuana use in the past 30 days,Lower CL,Age,Age 35 to 44,2013,5.9,7.8,9.6,5.9
State,Hookah use in the past 30 days,Lower CL,Age,Age 35 to 44,2013,0.7,1.6,2.5,0.7
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 35 to 44,2013,3.8,7.2,10.7,3.8
State,Ever used marijuana,Lower CL,Age,Age 35 to 44,2013,44.1,47.6,51.2,44.1
State,Current smokeless tobacco use,Lower CL,Age,Age 35 to 44,2013,2,3.1,4.2,2
State,Current cigarette smoking,Lower CL,Age,Age 35 to 44,2013,14.5,17.1,19.7,14.5
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 35 to 44,2013,58,66.4,74.9,58
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 35 to 44,2013,3.4,4.9,6.4,3.4
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 35 to 44,2013,1.4,2.6,3.8,2.6
State,Used marijuana every day in the past 30 days,Percent,Age,Age 35 to 44,2013,,,,
State,Tried to quit smoking in the past year,Percent,Age,Age 35 to 44,2013,51.3,59.7,68,59.7
State,Medical marijuana use in the past 30 days,Percent,Age,Age 35 to 44,2013,1.9,3.2,4.6,3.2
State,Marijuana use in the past 30 days,Percent,Age,Age 35 to 44,2013,5.9,7.8,9.6,7.8
State,Hookah use in the past 30 days,Percent,Age,Age 35 to 44,2013,0.7,1.6,2.5,1.6
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 35 to 44,2013,3.8,7.2,10.7,7.2
State,Ever used marijuana,Percent,Age,Age 35 to 44,2013,44.1,47.6,51.2,47.6
State,Current smokeless tobacco use,Percent,Age,Age 35 to 44,2013,2,3.1,4.2,3.1
State,Current cigarette smoking,Percent,Age,Age 35 to 44,2013,14.5,17.1,19.7,17.1
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 35 to 44,2013,58,66.4,74.9,66.4
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 35 to 44,2013,3.4,4.9,6.4,4.9
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 45 to 54,2013,2.3,3.5,4.7,17.9
State,Used marijuana every day in the past 30 days,RSE,Age,Age 45 to 54,2013,1.7,2.8,3.9,20.4
State,Tried to quit smoking in the past year,RSE,Age,Age 45 to 54,2013,47.1,54.5,61.8,6.9
State,Medical marijuana use in the past 30 days,RSE,Age,Age 45 to 54,2013,1.7,2.7,3.8,20.3
State,Marijuana use in the past 30 days,RSE,Age,Age 45 to 54,2013,7.5,9.5,11.4,10.5
State,Hookah use in the past 30 days,RSE,Age,Age 45 to 54,2013,,,,41.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 45 to 54,2013,1.8,4,6.3,28.8
State,Ever used marijuana,RSE,Age,Age 45 to 54,2013,58.4,61.4,64.4,2.5
State,Current smokeless tobacco use,RSE,Age,Age 45 to 54,2013,2.6,3.8,4.9,15.8
State,Current cigarette smoking,RSE,Age,Age 45 to 54,2013,15.8,18.2,20.6,6.7
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 45 to 54,2013,68.9,75.6,82.3,4.5
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 45 to 54,2013,7.7,9.7,11.6,10.3
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 45 to 54,2013,2.3,3.5,4.7,4.7
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 45 to 54,2013,1.7,2.8,3.9,3.9
State,Tried to quit smoking in the past year,Upper CL,Age,Age 45 to 54,2013,47.1,54.5,61.8,61.8
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 45 to 54,2013,1.7,2.7,3.8,3.8
State,Marijuana use in the past 30 days,Upper CL,Age,Age 45 to 54,2013,7.5,9.5,11.4,11.4
State,Hookah use in the past 30 days,Upper CL,Age,Age 45 to 54,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 45 to 54,2013,1.8,4,6.3,6.3
State,Ever used marijuana,Upper CL,Age,Age 45 to 54,2013,58.4,61.4,64.4,64.4
State,Current smokeless tobacco use,Upper CL,Age,Age 45 to 54,2013,2.6,3.8,4.9,4.9
State,Current cigarette smoking,Upper CL,Age,Age 45 to 54,2013,15.8,18.2,20.6,20.6
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 45 to 54,2013,68.9,75.6,82.3,82.3
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 45 to 54,2013,7.7,9.7,11.6,11.6
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 45 to 54,2013,2.3,3.5,4.7,2.3
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 45 to 54,2013,1.7,2.8,3.9,1.7
State,Tried to quit smoking in the past year,Lower CL,Age,Age 45 to 54,2013,47.1,54.5,61.8,47.1
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 45 to 54,2013,1.7,2.7,3.8,1.7
State,Marijuana use in the past 30 days,Lower CL,Age,Age 45 to 54,2013,7.5,9.5,11.4,7.5
State,Hookah use in the past 30 days,Lower CL,Age,Age 45 to 54,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 45 to 54,2013,1.8,4,6.3,1.8
State,Ever used marijuana,Lower CL,Age,Age 45 to 54,2013,58.4,61.4,64.4,58.4
State,Current smokeless tobacco use,Lower CL,Age,Age 45 to 54,2013,2.6,3.8,4.9,2.6
State,Current cigarette smoking,Lower CL,Age,Age 45 to 54,2013,15.8,18.2,20.6,15.8
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 45 to 54,2013,68.9,75.6,82.3,68.9
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 45 to 54,2013,7.7,9.7,11.6,7.7
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 45 to 54,2013,2.3,3.5,4.7,3.5
State,Used marijuana every day in the past 30 days,Percent,Age,Age 45 to 54,2013,1.7,2.8,3.9,2.8
State,Tried to quit smoking in the past year,Percent,Age,Age 45 to 54,2013,47.1,54.5,61.8,54.5
State,Medical marijuana use in the past 30 days,Percent,Age,Age 45 to 54,2013,1.7,2.7,3.8,2.7
State,Marijuana use in the past 30 days,Percent,Age,Age 45 to 54,2013,7.5,9.5,11.4,9.5
State,Hookah use in the past 30 days,Percent,Age,Age 45 to 54,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 45 to 54,2013,1.8,4,6.3,4
State,Ever used marijuana,Percent,Age,Age 45 to 54,2013,58.4,61.4,64.4,61.4
State,Current smokeless tobacco use,Percent,Age,Age 45 to 54,2013,2.6,3.8,4.9,3.8
State,Current cigarette smoking,Percent,Age,Age 45 to 54,2013,15.8,18.2,20.6,18.2
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 45 to 54,2013,68.9,75.6,82.3,75.6
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 45 to 54,2013,7.7,9.7,11.6,9.7
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 55 to 64,2013,2.8,3.8,4.8,14
State,Used marijuana every day in the past 30 days,RSE,Age,Age 55 to 64,2013,1.6,2.4,3.2,17.3
State,Tried to quit smoking in the past year,RSE,Age,Age 55 to 64,2013,49.6,56.7,63.8,6.4
State,Medical marijuana use in the past 30 days,RSE,Age,Age 55 to 64,2013,2.1,3.1,4.1,16.3
State,Marijuana use in the past 30 days,RSE,Age,Age 55 to 64,2013,6.2,7.7,9.1,9.9
State,Hookah use in the past 30 days,RSE,Age,Age 55 to 64,2013,,,,40.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 55 to 64,2013,1.1,2.4,3.7,27.4
State,Ever used marijuana,RSE,Age,Age 55 to 64,2013,54.4,57.1,59.7,2.4
State,Current smokeless tobacco use,RSE,Age,Age 55 to 64,2013,1.9,2.8,3.8,17.4
State,Current cigarette smoking,RSE,Age,Age 55 to 64,2013,13.6,15.7,17.7,6.7
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 55 to 64,2013,74.8,80.2,85.6,3.4
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 55 to 64,2013,6.3,7.9,9.5,10.3
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 55 to 64,2013,2.8,3.8,4.8,4.8
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 55 to 64,2013,1.6,2.4,3.2,3.2
State,Tried to quit smoking in the past year,Upper CL,Age,Age 55 to 64,2013,49.6,56.7,63.8,63.8
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 55 to 64,2013,2.1,3.1,4.1,4.1
State,Marijuana use in the past 30 days,Upper CL,Age,Age 55 to 64,2013,6.2,7.7,9.1,9.1
State,Hookah use in the past 30 days,Upper CL,Age,Age 55 to 64,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 55 to 64,2013,1.1,2.4,3.7,3.7
State,Ever used marijuana,Upper CL,Age,Age 55 to 64,2013,54.4,57.1,59.7,59.7
State,Current smokeless tobacco use,Upper CL,Age,Age 55 to 64,2013,1.9,2.8,3.8,3.8
State,Current cigarette smoking,Upper CL,Age,Age 55 to 64,2013,13.6,15.7,17.7,17.7
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 55 to 64,2013,74.8,80.2,85.6,85.6
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 55 to 64,2013,6.3,7.9,9.5,9.5
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 55 to 64,2013,2.8,3.8,4.8,2.8
State,Used marijuana every day in the past 30 days,Lower CL,Age,Age 55 to 64,2013,1.6,2.4,3.2,1.6
State,Tried to quit smoking in the past year,Lower CL,Age,Age 55 to 64,2013,49.6,56.7,63.8,49.6
State,Medical marijuana use in the past 30 days,Lower CL,Age,Age 55 to 64,2013,2.1,3.1,4.1,2.1
State,Marijuana use in the past 30 days,Lower CL,Age,Age 55 to 64,2013,6.2,7.7,9.1,6.2
State,Hookah use in the past 30 days,Lower CL,Age,Age 55 to 64,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Age,Age 55 to 64,2013,1.1,2.4,3.7,1.1
State,Ever used marijuana,Lower CL,Age,Age 55 to 64,2013,54.4,57.1,59.7,54.4
State,Current smokeless tobacco use,Lower CL,Age,Age 55 to 64,2013,1.9,2.8,3.8,1.9
State,Current cigarette smoking,Lower CL,Age,Age 55 to 64,2013,13.6,15.7,17.7,13.6
State,Current and recent smokers advised to quit smoking by a health provider,Lower CL,Age,Age 55 to 64,2013,74.8,80.2,85.6,74.8
State,Anyone smoked in home in the past 30 days,Lower CL,Age,Age 55 to 64,2013,6.3,7.9,9.5,6.3
State,Used marijuana on 20 or more days in the past 30 days,Percent,Age,Age 55 to 64,2013,2.8,3.8,4.8,3.8
State,Used marijuana every day in the past 30 days,Percent,Age,Age 55 to 64,2013,1.6,2.4,3.2,2.4
State,Tried to quit smoking in the past year,Percent,Age,Age 55 to 64,2013,49.6,56.7,63.8,56.7
State,Medical marijuana use in the past 30 days,Percent,Age,Age 55 to 64,2013,2.1,3.1,4.1,3.1
State,Marijuana use in the past 30 days,Percent,Age,Age 55 to 64,2013,6.2,7.7,9.1,7.7
State,Hookah use in the past 30 days,Percent,Age,Age 55 to 64,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Age,Age 55 to 64,2013,1.1,2.4,3.7,2.4
State,Ever used marijuana,Percent,Age,Age 55 to 64,2013,54.4,57.1,59.7,57.1
State,Current smokeless tobacco use,Percent,Age,Age 55 to 64,2013,1.9,2.8,3.8,2.8
State,Current cigarette smoking,Percent,Age,Age 55 to 64,2013,13.6,15.7,17.7,15.7
State,Current and recent smokers advised to quit smoking by a health provider,Percent,Age,Age 55 to 64,2013,74.8,80.2,85.6,80.2
State,Anyone smoked in home in the past 30 days,Percent,Age,Age 55 to 64,2013,6.3,7.9,9.5,7.9
State,Used marijuana on 20 or more days in the past 30 days,RSE,Age,Age 65 or older,2013,0.2,0.4,0.6,26.2
State,Used marijuana every day in the past 30 days,RSE,Age,Age 65 or older,2013,,,,31.2
State,Tried to quit smoking in the past year,RSE,Age,Age 65 or older,2013,41.9,49.9,57.8,8.1
State,Medical marijuana use in the past 30 days,RSE,Age,Age 65 or older,2013,0.3,0.5,0.7,21.4
State,Marijuana use in the past 30 days,RSE,Age,Age 65 or older,2013,1,1.5,2,15.6
State,Hookah use in the past 30 days,RSE,Age,Age 65 or older,2013,,,,57.3
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Age,Age 65 or older,2013,,,,39.9
State,Ever used marijuana,RSE,Age,Age 65 or older,2013,20.6,22.4,24.1,4
State,Current smokeless tobacco use,RSE,Age,Age 65 or older,2013,0.7,1.3,1.9,24.6
State,Current cigarette smoking,RSE,Age,Age 65 or older,2013,6.2,7.3,8.4,7.8
State,Current and recent smokers advised to quit smoking by a health provider,RSE,Age,Age 65 or older,2013,64.2,71.5,78.8,5.2
State,Anyone smoked in home in the past 30 days,RSE,Age,Age 65 or older,2013,3.9,4.8,5.7,9.4
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Age,Age 65 or older,2013,0.2,0.4,0.6,0.6
State,Used marijuana every day in the past 30 days,Upper CL,Age,Age 65 or older,2013,,,,
State,Tried to quit smoking in the past year,Upper CL,Age,Age 65 or older,2013,41.9,49.9,57.8,57.8
State,Medical marijuana use in the past 30 days,Upper CL,Age,Age 65 or older,2013,0.3,0.5,0.7,0.7
State,Marijuana use in the past 30 days,Upper CL,Age,Age 65 or older,2013,1,1.5,2,2
State,Hookah use in the past 30 days,Upper CL,Age,Age 65 or older,2013,,,,
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Age,Age 65 or older,2013,,,,
State,Ever used marijuana,Upper CL,Age,Age 65 or older,2013,20.6,22.4,24.1,24.1
State,Current smokeless tobacco use,Upper CL,Age,Age 65 or older,2013,0.7,1.3,1.9,1.9
State,Current cigarette smoking,Upper CL,Age,Age 65 or older,2013,6.2,7.3,8.4,8.4
State,Current and recent smokers advised to quit smoking by a health provider,Upper CL,Age,Age 65 or older,2013,64.2,71.5,78.8,78.8
State,Anyone smoked in home in the past 30 days,Upper CL,Age,Age 65 or older,2013,3.9,4.8,5.7,5.7
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Age,Age 65 or older,2013,0.2,0.4,0.6,0.2
