Geography,Label,Measure Names,Subpop,SubPop Group,Years,Max. Lower CL,Max. Percent,Max. Upper CL,Measure Values
State,Current smokeless tobacco use,RSE,Annual Household Income (V1),"Less than $35,000",2011,2.3,3.4,4.4,16.3
State,Current cigarette smoking,RSE,Annual Household Income (V1),"Less than $35,000",2011,25.2,27.7,30.1,4.6
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,2.8,4,5.3,5.3
State,Used marijuana every day in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,1.9,3,4.1,4.1
State,Tried to quit smoking in the past year,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,61.1,66.2,71.3,71.3
State,Marijuana use in the past 30 days,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,9.1,11.1,13.1,13.1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Annual Household Income (V1),"Less than $35,000",2011,3.5,6.5,9.5,9.5
State,Ever used marijuana,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,42.7,45.7,48.6,48.6
State,Current smokeless tobacco use,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,2.3,3.4,4.4,4.4
State,Current cigarette smoking,Upper CL,Annual Household Income (V1),"Less than $35,000",2011,25.2,27.7,30.1,30.1
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,2.8,4,5.3,2.8
State,Used marijuana every day in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,1.9,3,4.1,1.9
State,Tried to quit smoking in the past year,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,61.1,66.2,71.3,61.1
State,Marijuana use in the past 30 days,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,9.1,11.1,13.1,9.1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Annual Household Income (V1),"Less than $35,000",2011,3.5,6.5,9.5,3.5
State,Ever used marijuana,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,42.7,45.7,48.6,42.7
State,Current smokeless tobacco use,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,2.3,3.4,4.4,2.3
State,Current cigarette smoking,Lower CL,Annual Household Income (V1),"Less than $35,000",2011,25.2,27.7,30.1,25.2
State,Used marijuana on 20 or more days in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2011,2.8,4,5.3,4
State,Used marijuana every day in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2011,1.9,3,4.1,3
State,Tried to quit smoking in the past year,Percent,Annual Household Income (V1),"Less than $35,000",2011,61.1,66.2,71.3,66.2
State,Marijuana use in the past 30 days,Percent,Annual Household Income (V1),"Less than $35,000",2011,9.1,11.1,13.1,11.1
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Annual Household Income (V1),"Less than $35,000",2011,3.5,6.5,9.5,6.5
State,Ever used marijuana,Percent,Annual Household Income (V1),"Less than $35,000",2011,42.7,45.7,48.6,45.7
State,Current smokeless tobacco use,Percent,Annual Household Income (V1),"Less than $35,000",2011,2.3,3.4,4.4,3.4
State,Current cigarette smoking,Percent,Annual Household Income (V1),"Less than $35,000",2011,25.2,27.7,30.1,27.7
State,Used marijuana on 20 or more days in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,1.1,2,2.9,23.8
State,Used marijuana every day in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,0.8,1.7,2.6,26.8
State,Tried to quit smoking in the past year,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,50.3,57.3,64.4,6.3
State,Marijuana use in the past 30 days,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,4.8,6.4,8,12.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,1.3,3.1,4.9,29.5
State,Ever used marijuana,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,45.3,48.1,50.9,3
State,Current smokeless tobacco use,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,3,4.3,5.6,15
State,Current cigarette smoking,RSE,Annual Household Income (V1),"$35,000 to $74,999",2011,12.4,14.3,16.1,6.6
State,Used marijuana on 20 or more days in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,1.1,2,2.9,2.9
State,Used marijuana every day in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,0.8,1.7,2.6,2.6
State,Tried to quit smoking in the past year,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,50.3,57.3,64.4,64.4
State,Marijuana use in the past 30 days,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,4.8,6.4,8,8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,1.3,3.1,4.9,4.9
State,Ever used marijuana,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,45.3,48.1,50.9,50.9
State,Current smokeless tobacco use,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,3,4.3,5.6,5.6
State,Current cigarette smoking,Upper CL,Annual Household Income (V1),"$35,000 to $74,999",2011,12.4,14.3,16.1,16.1
State,Used marijuana on 20 or more days in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,1.1,2,2.9,1.1
State,Used marijuana every day in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,0.8,1.7,2.6,0.8
State,Tried to quit smoking in the past year,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,50.3,57.3,64.4,50.3
State,Marijuana use in the past 30 days,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,4.8,6.4,8,4.8
State,Had their last cigarette 6 to 12 months ago (among former smokers),Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,1.3,3.1,4.9,1.3
State,Ever used marijuana,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,45.3,48.1,50.9,45.3
State,Current smokeless tobacco use,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,3,4.3,5.6,3
State,Current cigarette smoking,Lower CL,Annual Household Income (V1),"$35,000 to $74,999",2011,12.4,14.3,16.1,12.4
State,Used marijuana on 20 or more days in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,1.1,2,2.9,2
State,Used marijuana every day in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,0.8,1.7,2.6,1.7
State,Tried to quit smoking in the past year,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,50.3,57.3,64.4,57.3
State,Marijuana use in the past 30 days,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,4.8,6.4,8,6.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,1.3,3.1,4.9,3.1
State,Ever used marijuana,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,45.3,48.1,50.9,48.1
State,Current smokeless tobacco use,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,3,4.3,5.6,4.3
State,Current cigarette smoking,Percent,Annual Household Income (V1),"$35,000 to $74,999",2011,12.4,14.3,16.1,14.3
State,Used marijuana on 20 or more days in the past 30 days,RSE,Annual Household Income (V1),"$75,000 or more",2011,,,,30
State,Used marijuana every day in the past 30 days,RSE,Annual Household Income (V1),"$75,000 or more",2011,,,,35.3
State,Tried to quit smoking in the past year,RSE,Annual Household Income (V1),"$75,000 or more",2011,41.1,51.2,61.2,10
State,Marijuana use in the past 30 days,RSE,Annual Household Income (V1),"$75,000 or more",2011,3.9,5.6,7.2,15.4
State,Had their last cigarette 6 to 12 months ago (among former smokers),RSE,Annual Household Income (V1),"$75,000 or more",2011,,,,52.1
