"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Baker County, OR"	"41001"	"75-84 years"	"75-84"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	12	597	Unreliable
	"Baker County, OR"	"41001"	"75-84 years"	"75-84"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	12	628	Unreliable
	"Baker County, OR"	"41001"	"75-84 years"	"75-84"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	11	647	Unreliable
	"Baker County, OR"	"41001"	"75-84 years"	"75-84"	"2018"	"2018"	"Neoplasms"	"C00-D48"	11	653	Unreliable
	"Baker County, OR"	"41001"	"75-84 years"	"75-84"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	10	653	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	13	141	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	11	139	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	13	138	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	11	136	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	12	128	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	10	135	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	13	158	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	11	208	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	14	218	Unreliable
	"Baker County, OR"	"41001"	"85+ years"	"85+"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	16	203	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"1999"	"1999"	"Neoplasms"	"C00-D48"	11	2595	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	10	3279	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2005"	"2005"	"Neoplasms"	"C00-D48"	12	3772	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	10	4111	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2007"	"2007"	"Neoplasms"	"C00-D48"	18	4389	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2008"	"2008"	"Neoplasms"	"C00-D48"	14	4711	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2009"	"2009"	"Neoplasms"	"C00-D48"	16	4948	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2010"	"2010"	"Neoplasms"	"C00-D48"	10	5105	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2011"	"2011"	"Neoplasms"	"C00-D48"	16	5219	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	10	5219	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2012"	"2012"	"Neoplasms"	"C00-D48"	20	5226	382.7
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2013"	"2013"	"Neoplasms"	"C00-D48"	16	5146	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2014"	"2014"	"Neoplasms"	"C00-D48"	15	5079	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	12	5079	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2015"	"2015"	"Neoplasms"	"C00-D48"	13	5070	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2017"	"2017"	"Neoplasms"	"C00-D48"	14	4823	Unreliable
	"Benton County, OR"	"41003"	"55-64 years"	"55-64"	"2018"	"2018"	"Neoplasms"	"C00-D48"	11	4688	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"1999"	"1999"	"Neoplasms"	"C00-D48"	10	1772	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2000"	"2000"	"Neoplasms"	"C00-D48"	20	1755	1139.6
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	14	1755	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2001"	"2001"	"Neoplasms"	"C00-D48"	15	1752	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	13	1752	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2002"	"2002"	"Neoplasms"	"C00-D48"	10	1788	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	10	1788	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2003"	"2003"	"Neoplasms"	"C00-D48"	13	1836	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	11	1836	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2004"	"2004"	"Neoplasms"	"C00-D48"	15	1892	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	15	1892	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2005"	"2005"	"Neoplasms"	"C00-D48"	12	1937	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	12	1937	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2006"	"2006"	"Neoplasms"	"C00-D48"	12	2027	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2007"	"2007"	"Neoplasms"	"C00-D48"	11	2142	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	13	2142	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2008"	"2008"	"Neoplasms"	"C00-D48"	19	2210	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2009"	"2009"	"Neoplasms"	"C00-D48"	16	2369	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	10	2369	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2010"	"2010"	"Neoplasms"	"C00-D48"	13	2487	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	11	2487	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2011"	"2011"	"Neoplasms"	"C00-D48"	23	2634	873.2
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	12	2634	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2012"	"2012"	"Neoplasms"	"C00-D48"	22	2957	744.0
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2013"	"2013"	"Neoplasms"	"C00-D48"	18	3175	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	13	3175	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2014"	"2014"	"Neoplasms"	"C00-D48"	20	3408	586.9
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	14	3408	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2015"	"2015"	"Neoplasms"	"C00-D48"	19	3636	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2016"	"2016"	"Neoplasms"	"C00-D48"	30	3942	761.0
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	12	3942	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2017"	"2017"	"Neoplasms"	"C00-D48"	16	4149	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	13	4149	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2018"	"2018"	"Neoplasms"	"C00-D48"	19	4336	Unreliable
	"Benton County, OR"	"41003"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	10	4336	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"1999"	"1999"	"Neoplasms"	"C00-D48"	22	1212	1815.2
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	23	1212	1897.7
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2000"	"2000"	"Neoplasms"	"C00-D48"	24	1232	1948.1
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	32	1232	2597.4
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2001"	"2001"	"Neoplasms"	"C00-D48"	19	1252	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	34	1252	2715.7
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	11	1252	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2002"	"2002"	"Neoplasms"	"C00-D48"	15	1307	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	28	1307	2142.3
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	14	1307	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2003"	"2003"	"Neoplasms"	"C00-D48"	21	1294	1622.9
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	31	1294	2395.7
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	10	1342	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	18	1342	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2005"	"2005"	"Neoplasms"	"C00-D48"	17	1373	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	23	1373	1675.2
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2006"	"2006"	"Neoplasms"	"C00-D48"	25	1426	1753.2
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	22	1426	1542.8
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	12	1426	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2007"	"2007"	"Neoplasms"	"C00-D48"	22	1392	1580.5
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	25	1392	1796.0
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2008"	"2008"	"Neoplasms"	"C00-D48"	12	1384	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	11	1384	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	28	1384	2023.1
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2009"	"2009"	"Neoplasms"	"C00-D48"	14	1374	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	19	1374	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2010"	"2010"	"Neoplasms"	"C00-D48"	22	1392	1580.5
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	17	1392	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2011"	"2011"	"Neoplasms"	"C00-D48"	24	1404	1709.4
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	13	1404	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	24	1404	1709.4
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2012"	"2012"	"Neoplasms"	"C00-D48"	19	1441	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	18	1441	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2013"	"2013"	"Neoplasms"	"C00-D48"	22	1469	1497.6
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	18	1469	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2014"	"2014"	"Neoplasms"	"C00-D48"	24	1504	1595.7
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	16	1504	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	12	1504	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2015"	"2015"	"Neoplasms"	"C00-D48"	17	1548	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	20	1548	1292.0
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2016"	"2016"	"Neoplasms"	"C00-D48"	21	1582	1327.4
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	13	1582	Unreliable
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2017"	"2017"	"Neoplasms"	"C00-D48"	21	1642	1278.9
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	25	1642	1522.5
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2018"	"2018"	"Neoplasms"	"C00-D48"	28	1765	1586.4
	"Benton County, OR"	"41003"	"75-84 years"	"75-84"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	22	1765	1246.5
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"1999"	"1999"	"Neoplasms"	"C00-D48"	10	298	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	26	298	8724.8
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	15	306	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	26	332	7831.3
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2002"	"2002"	"Neoplasms"	"C00-D48"	10	350	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	30	350	8571.4
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2003"	"2003"	"Neoplasms"	"C00-D48"	17	392	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	22	392	5612.2
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	11	392	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2004"	"2004"	"Neoplasms"	"C00-D48"	17	408	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	30	408	7352.9
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2005"	"2005"	"Neoplasms"	"C00-D48"	11	443	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	24	443	5417.6
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2006"	"2006"	"Neoplasms"	"C00-D48"	13	468	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	12	468	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	22	468	4700.9
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	13	468	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2007"	"2007"	"Neoplasms"	"C00-D48"	15	501	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	28	501	5588.8
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	11	501	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2008"	"2008"	"Neoplasms"	"C00-D48"	20	538	3717.5
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	38	538	7063.2
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2009"	"2009"	"Neoplasms"	"C00-D48"	15	558	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	33	558	5914.0
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2010"	"2010"	"Neoplasms"	"C00-D48"	12	561	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	10	561	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	37	561	6595.4
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2011"	"2011"	"Neoplasms"	"C00-D48"	11	575	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	26	575	4521.7
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	12	575	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2012"	"2012"	"Neoplasms"	"C00-D48"	20	593	3372.7
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	43	593	7251.3
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2013"	"2013"	"Neoplasms"	"C00-D48"	10	589	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	30	589	5093.4
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2014"	"2014"	"Neoplasms"	"C00-D48"	12	603	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	17	603	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	35	603	5804.3
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2015"	"2015"	"Neoplasms"	"C00-D48"	11	625	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	11	625	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	31	625	4960.0
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2016"	"2016"	"Neoplasms"	"C00-D48"	20	632	3164.6
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	14	632	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	54	632	8544.3
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2017"	"2017"	"Neoplasms"	"C00-D48"	13	660	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	11	660	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	40	660	6060.6
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2018"	"2018"	"Neoplasms"	"C00-D48"	18	636	Unreliable
	"Benton County, OR"	"41003"	"85+ years"	"85+"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	27	636	4245.3
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	12	20736	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	17	20842	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	13	21161	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	19	21431	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	12	21600	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	22	21812	100.9
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	21	21965	95.6
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	12	22078	Unreliable
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	22	22018	99.9
	"Clackamas County, OR"	"41005"	"15-24 years"	"15-24"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	18	21975	Unreliable
