"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Asotin County, WA"	"53003"	"75-84 years"	"75-84"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	11	744	Unreliable
	"Asotin County, WA"	"53003"	"75-84 years"	"75-84"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	17	912	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	30	375	8000.0
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	10	375	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	21	380	5526.3
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	17	371	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	25	384	6510.4
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	10	380	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	17	380	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	15	375	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2005"	"2005"	"Neoplasms"	"C00-D48"	10	349	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	24	349	6876.8
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	16	345	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	27	367	7356.9
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	20	367	5449.6
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	22	333	6606.6
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	11	334	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	23	348	6609.2
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	25	347	7204.6
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	14	350	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	13	362	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	20	345	5797.1
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	12	350	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	15	347	Unreliable
	"Asotin County, WA"	"53003"	"85+ years"	"85+"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	13	366	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"1999"	"1999"	"Neoplasms"	"C00-D48"	18	9810	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2000"	"2000"	"Neoplasms"	"C00-D48"	10	10106	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2003"	"2003"	"Neoplasms"	"C00-D48"	11	11454	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	15	11454	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	10	11836	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2005"	"2005"	"Neoplasms"	"C00-D48"	10	12064	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2006"	"2006"	"Neoplasms"	"C00-D48"	17	12267	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	13	12267	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	10	12267	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2007"	"2007"	"Neoplasms"	"C00-D48"	11	12337	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2008"	"2008"	"Neoplasms"	"C00-D48"	10	12484	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2009"	"2009"	"Neoplasms"	"C00-D48"	15	12578	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2010"	"2010"	"Neoplasms"	"C00-D48"	12	12625	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2011"	"2011"	"Neoplasms"	"C00-D48"	18	12700	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2012"	"2012"	"Neoplasms"	"C00-D48"	13	12601	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2013"	"2013"	"Neoplasms"	"C00-D48"	13	12286	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2014"	"2014"	"Neoplasms"	"C00-D48"	15	12106	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	14	11991	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	11	11792	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	11	11792	Unreliable
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	"2017"	"2017"	"Neoplasms"	"C00-D48"	11	11632	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"1999"	"1999"	"Neoplasms"	"C00-D48"	18	5807	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	10	5807	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2000"	"2000"	"Neoplasms"	"C00-D48"	24	5980	401.3
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	10	5980	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2001"	"2001"	"Neoplasms"	"C00-D48"	25	6300	396.8
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	15	6300	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2002"	"2002"	"Neoplasms"	"C00-D48"	18	6878	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2003"	"2003"	"Neoplasms"	"C00-D48"	20	7308	273.7
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2004"	"2004"	"Neoplasms"	"C00-D48"	16	7667	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2005"	"2005"	"Neoplasms"	"C00-D48"	26	8130	319.8
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2006"	"2006"	"Neoplasms"	"C00-D48"	27	8525	316.7
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	12	8525	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2007"	"2007"	"Neoplasms"	"C00-D48"	26	9032	287.9
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	17	9032	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2008"	"2008"	"Neoplasms"	"C00-D48"	23	9631	238.8
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	16	9631	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2009"	"2009"	"Neoplasms"	"C00-D48"	31	10199	304.0
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2010"	"2010"	"Neoplasms"	"C00-D48"	28	10610	263.9
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	11	10610	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2011"	"2011"	"Neoplasms"	"C00-D48"	27	11318	238.6
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2012"	"2012"	"Neoplasms"	"C00-D48"	28	11475	244.0
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	11	11475	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2013"	"2013"	"Neoplasms"	"C00-D48"	29	11565	250.8
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	18	11565	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2014"	"2014"	"Neoplasms"	"C00-D48"	22	11819	186.1
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	14	11819	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2015"	"2015"	"Neoplasms"	"C00-D48"	17	12065	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	12	12065	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2016"	"2016"	"Neoplasms"	"C00-D48"	21	12449	168.7
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	12	12449	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2017"	"2017"	"Neoplasms"	"C00-D48"	24	12603	190.4
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	11	12603	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	10	12603	Unreliable
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2018"	"2018"	"Neoplasms"	"C00-D48"	30	12657	237.0
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	10	12657	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"1999"	"1999"	"Neoplasms"	"C00-D48"	22	4146	530.6
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	20	4146	482.4
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	18	4146	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2000"	"2000"	"Neoplasms"	"C00-D48"	26	4168	623.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2000"	"2000"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	4168	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	18	4168	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2001"	"2001"	"Neoplasms"	"C00-D48"	36	4235	850.1
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	21	4235	495.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2002"	"2002"	"Neoplasms"	"C00-D48"	40	4281	934.4
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	22	4281	513.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	16	4281	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2003"	"2003"	"Neoplasms"	"C00-D48"	35	4398	795.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	20	4398	454.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2004"	"2004"	"Neoplasms"	"C00-D48"	35	4460	784.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	17	4460	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2005"	"2005"	"Neoplasms"	"C00-D48"	30	4591	653.5
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	10	4591	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2006"	"2006"	"Neoplasms"	"C00-D48"	34	4870	698.2
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2007"	"2007"	"Neoplasms"	"C00-D48"	41	5109	802.5
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	22	5109	430.6
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	15	5109	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2008"	"2008"	"Neoplasms"	"C00-D48"	33	5426	608.2
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	18	5426	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2009"	"2009"	"Neoplasms"	"C00-D48"	34	5677	598.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	27	5677	475.6
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2010"	"2010"	"Neoplasms"	"C00-D48"	34	5902	576.1
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	10	5902	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	16	5902	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	15	5902	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2011"	"2011"	"Neoplasms"	"C00-D48"	27	6253	431.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	6253	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	23	6253	367.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	13	6253	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2012"	"2012"	"Neoplasms"	"C00-D48"	31	6693	463.2
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	10	6693	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	19	6693	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	14	6693	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2013"	"2013"	"Neoplasms"	"C00-D48"	43	7174	599.4
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	20	7174	278.8
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	17	7174	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2014"	"2014"	"Neoplasms"	"C00-D48"	36	7565	475.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	15	7565	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	17	7565	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2015"	"2015"	"Neoplasms"	"C00-D48"	51	8000	637.5
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	8000	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	28	8000	350.0
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	13	8000	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2016"	"2016"	"Neoplasms"	"C00-D48"	43	8335	515.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	24	8335	287.9
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	18	8335	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	10	8335	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2017"	"2017"	"Neoplasms"	"C00-D48"	47	8816	533.1
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	34	8816	385.7
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	17	8816	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2018"	"2018"	"Neoplasms"	"C00-D48"	57	9288	613.7
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	9288	Unreliable
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	30	9288	323.0
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	16	9288	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"1999"	"1999"	"Neoplasms"	"C00-D48"	35	3074	1138.6
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"1999"	"1999"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	3074	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	52	3074	1691.6
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	15	3074	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2000"	"2000"	"Neoplasms"	"C00-D48"	40	3132	1277.1
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2000"	"2000"	"Diseases of the nervous system"	"G00-G98"	12	3132	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	54	3132	1724.1
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2000"	"2000"	"Diseases of the respiratory system"	"J00-J98"	22	3132	702.4
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2001"	"2001"	"Neoplasms"	"C00-D48"	33	3179	1038.1
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2001"	"2001"	"Diseases of the nervous system"	"G00-G98"	16	3179	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	66	3179	2076.1
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	22	3179	692.0
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2002"	"2002"	"Neoplasms"	"C00-D48"	33	3233	1020.7
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2002"	"2002"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	3233	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2002"	"2002"	"Diseases of the nervous system"	"G00-G98"	11	3233	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	63	3233	1948.7
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	24	3233	742.3
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2003"	"2003"	"Neoplasms"	"C00-D48"	35	3253	1075.9
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	13	3253	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	53	3253	1629.3
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	24	3253	737.8
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2004"	"2004"	"Neoplasms"	"C00-D48"	39	3343	1166.6
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	12	3343	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	71	3343	2123.8
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	26	3343	777.7
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2004"	"2004"	"Diseases of the digestive system"	"K00-K92"	12	3343	Unreliable
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2005"	"2005"	"Neoplasms"	"C00-D48"	42	3340	1257.5
	"Benton County, WA"	"53005"	"75-84 years"	"75-84"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	3340	Unreliable
