"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"1999"	"1999"	"Neoplasms"	"C00-D48"	14	19498	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	10	19498	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2000"	"2000"	"Neoplasms"	"C00-D48"	19	20319	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2001"	"2001"	"Neoplasms"	"C00-D48"	13	21891	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2002"	"2002"	"Neoplasms"	"C00-D48"	23	22510	102.2
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	10	22510	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2003"	"2003"	"Neoplasms"	"C00-D48"	21	23286	90.2
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2004"	"2004"	"Neoplasms"	"C00-D48"	21	23965	87.6
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2005"	"2005"	"Neoplasms"	"C00-D48"	25	24944	100.2
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2006"	"2006"	"Neoplasms"	"C00-D48"	27	25916	104.2
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	11	25916	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	13	25916	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2007"	"2007"	"Neoplasms"	"C00-D48"	17	26600	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	11	26600	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	13	26600	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2008"	"2008"	"Neoplasms"	"C00-D48"	25	27044	92.4
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	12	27044	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2009"	"2009"	"Neoplasms"	"C00-D48"	28	27487	101.9
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	11	27487	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2010"	"2010"	"Neoplasms"	"C00-D48"	21	27511	76.3
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	15	27511	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2011"	"2011"	"Neoplasms"	"C00-D48"	23	27745	82.9
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	16	27745	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	13	27745	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2012"	"2012"	"Neoplasms"	"C00-D48"	19	27638	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	12	27638	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	10	27638	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2013"	"2013"	"Neoplasms"	"C00-D48"	26	27678	93.9
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	15	27678	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	15	27678	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2014"	"2014"	"Neoplasms"	"C00-D48"	19	27954	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	12	27954	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	15	27954	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2015"	"2015"	"Neoplasms"	"C00-D48"	18	28356	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2016"	"2016"	"Neoplasms"	"C00-D48"	29	28780	100.8
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	15	28780	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2017"	"2017"	"Neoplasms"	"C00-D48"	20	29359	68.1
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	12	29359	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	17	29359	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2018"	"2018"	"Neoplasms"	"C00-D48"	25	29410	85.0
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	10	29410	Unreliable
	"Ada County, ID"	"16001"	"45-54 years"	"45-54"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	14	29410	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"1999"	"1999"	"Neoplasms"	"C00-D48"	34	10564	321.8
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2000"	"2000"	"Neoplasms"	"C00-D48"	37	10937	338.3
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	10	10937	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2001"	"2001"	"Neoplasms"	"C00-D48"	39	11718	332.8
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2002"	"2002"	"Neoplasms"	"C00-D48"	25	12936	193.3
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	16	12936	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2003"	"2003"	"Neoplasms"	"C00-D48"	38	13954	272.3
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	13	13954	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2004"	"2004"	"Neoplasms"	"C00-D48"	38	14957	254.1
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	24	14957	160.5
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2005"	"2005"	"Neoplasms"	"C00-D48"	42	16399	256.1
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	14	16399	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2006"	"2006"	"Neoplasms"	"C00-D48"	39	17773	219.4
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	18	17773	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2007"	"2007"	"Neoplasms"	"C00-D48"	33	18943	174.2
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	11	18943	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2008"	"2008"	"Neoplasms"	"C00-D48"	39	20009	194.9
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	14	20009	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2009"	"2009"	"Neoplasms"	"C00-D48"	42	20969	200.3
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	23	20969	109.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	11	20969	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2010"	"2010"	"Neoplasms"	"C00-D48"	42	21907	191.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	11	21907	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2011"	"2011"	"Neoplasms"	"C00-D48"	47	23448	200.4
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	18	23448	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	11	23448	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2012"	"2012"	"Neoplasms"	"C00-D48"	43	24298	177.0
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	17	24298	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	10	24298	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	11	24298	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2013"	"2013"	"Neoplasms"	"C00-D48"	54	25092	215.2
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	19	25092	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	16	25092	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2014"	"2014"	"Neoplasms"	"C00-D48"	53	25977	204.0
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	22	25977	84.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	10	25977	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2015"	"2015"	"Neoplasms"	"C00-D48"	52	26773	194.2
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	35	26773	130.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	12	26773	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	10	26773	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"Neoplasms"	"C00-D48"	69	27717	248.9
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	27717	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	11	27717	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	22	27717	79.4
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	14	27717	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	11	27717	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2017"	"2017"	"Neoplasms"	"C00-D48"	52	28458	182.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	11	28458	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	31	28458	108.9
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	10	28458	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2018"	"2018"	"Neoplasms"	"C00-D48"	52	29215	178.0
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	30	29215	102.7
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	11	29215	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	13	29215	Unreliable
	"Ada County, ID"	"16001"	"55-64 years"	"55-64"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	14	29215	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"1999"	"1999"	"Neoplasms"	"C00-D48"	46	7484	614.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	24	7484	320.7
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	13	7484	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2000"	"2000"	"Neoplasms"	"C00-D48"	47	7510	625.8
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	43	7510	572.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2000"	"2000"	"Diseases of the respiratory system"	"J00-J98"	17	7510	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2001"	"2001"	"Neoplasms"	"C00-D48"	58	7737	749.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	35	7737	452.4
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	12	7737	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2002"	"2002"	"Neoplasms"	"C00-D48"	57	7894	722.1
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	32	7894	405.4
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	13	7894	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2003"	"2003"	"Neoplasms"	"C00-D48"	57	8082	705.3
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	32	8082	395.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2004"	"2004"	"Neoplasms"	"C00-D48"	50	8414	594.2
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	36	8414	427.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	14	8414	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2005"	"2005"	"Neoplasms"	"C00-D48"	58	8888	652.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	25	8888	281.3
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	20	8888	225.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2006"	"2006"	"Neoplasms"	"C00-D48"	48	9534	503.5
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	10	9534	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	31	9534	325.2
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	16	9534	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2007"	"2007"	"Neoplasms"	"C00-D48"	46	10068	456.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	30	10068	298.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	12	10068	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	11	10068	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2008"	"2008"	"Neoplasms"	"C00-D48"	59	10810	545.8
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	36	10810	333.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	21	10810	194.3
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2009"	"2009"	"Neoplasms"	"C00-D48"	49	11509	425.8
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	11509	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	13	11509	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	27	11509	234.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	21	11509	182.5
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2010"	"2010"	"Neoplasms"	"C00-D48"	48	11971	401.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	12	11971	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	26	11971	217.2
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	20	11971	167.1
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2011"	"2011"	"Neoplasms"	"C00-D48"	76	12819	592.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	12819	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	32	12819	249.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	28	12819	218.4
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2012"	"2012"	"Neoplasms"	"C00-D48"	54	14155	381.5
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	10	14155	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	30	14155	211.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	18	14155	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	10	14155	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2013"	"2013"	"Neoplasms"	"C00-D48"	78	15499	503.3
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	15499	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	11	15499	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	39	15499	251.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	33	15499	212.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Neoplasms"	"C00-D48"	73	16784	434.9
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	16784	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Mental and behavioural disorders"	"F01-F99"	10	16784	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	48	16784	286.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	24	16784	143.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	12	16784	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2015"	"2015"	"Neoplasms"	"C00-D48"	84	17930	468.5
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	17930	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	15	17930	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	27	17930	150.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	28	17930	156.2
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Neoplasms"	"C00-D48"	82	19334	424.1
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	19334	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	13	19334	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	47	19334	243.1
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	28	19334	144.8
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	10	19334	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2017"	"2017"	"Neoplasms"	"C00-D48"	92	20674	445.0
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	27	20674	130.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	54	20674	261.2
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	32	20674	154.8
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	11	20674	Unreliable
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2018"	"2018"	"Neoplasms"	"C00-D48"	84	21967	382.4
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	21	21967	95.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	59	21967	268.6
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	23	21967	104.7
	"Ada County, ID"	"16001"	"65-74 years"	"65-74"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	15	21967	Unreliable
